,dates,aldpb,aldpc,aldpi,aldpl,aldpo,aldpp,aldqi,aldqj,aldql,aldqm,aldqn,aldqp,aldqq,aldre,aldrh,aldri,aldrm,aldrn,aldrq,aldsb,aldsh,aldsi,aldsj,aldsl,aldso,aldsp,aldsq
0,1860,0.4449949002146809,-0.057786338488426736,5.457154718066818,2.6613104586066356,4.050399245067808,2.3446912099691417,-1.0705229101026248,3.078961670322485,1.754727462780636,5.510020503190049,0.4177179965698201,-1.7319782324559014,1.6618095153434638,-0.9809042787179578,4.444341418172485,-4.745692443813823,-2.3079582505606027,2.5512053763832228,3.197737048219153,0.3240519483996991,2.479368523957021,4.388617504608192,1.8008219771679137,0.8609005435538393,-8.835635878729931,-0.540215400843465,1.20531461172817
1,1861,0.22227567256510383,-0.6151367785748221,5.015798255716561,2.270575479180991,3.773912675001384,3.6047076348807536,0.29760366174474484,2.66657013378358,1.6447988071648183,7.101541463116405,-0.16677507267081637,-2.5996178380552806,1.930458194703192,-0.574106330687016,4.948123912496328,-3.1532891086641825,-2.059124649586977,2.9142490225758593,4.324438086118221,0.5595348286018975,1.1102328783492794,5.608159761664183,2.392841993831155,-0.1733928868462158,-7.013201159255743,-0.19042656507173206,2.0171419693664916
2,1862,0.5988100767136189,-1.8092110899954719,5.3548125308007,1.532056149941866,3.729112909979733,3.2666332005015306,0.5997499981472174,2.702488519632311,2.2627779273316264,7.605272173923822,-0.28709464757281467,-2.7840055270035577,2.6411826236765705,0.09539582969784988,5.084441253111095,-1.3269354842011012,-2.3064487104473983,2.107901893556118,2.9417272975921946,1.075887341517955,1.2836291604167513,5.580297764517638,2.3336940403943345,-1.2188253372653435,-4.712417395658463,0.3866371996276712,1.9799191220240004
3,1863,0.5586907367898561,-2.2857800703072257,6.273317142812971,2.328044880393179,3.6329435613006353,2.9430220469578217,1.9505609234117287,3.309840772978248,2.9701454940421286,7.511097760532323,0.41522803470826375,-1.5687734730203147,2.886454122310397,-0.45283736440950406,4.655040983110723,-0.14968392896383875,-2.040805853395284,1.7017119283448778,1.5019690326669206,0.38229242039159317,1.4423511588776705,4.458942680746588,2.4673258911987546,-2.9876520143059793,-4.168519430116476,-0.7173197465863836,2.374753221022786
4,1864,1.1096227593550907,-2.3409630979326153,5.65947550635957,3.809767671217344,3.6173523263074685,2.9106081365100067,1.245815456878745,2.9928800350563165,2.9852455711669563,7.284024202976013,0.8789008205079085,0.590939584560715,1.0227471639910277,-0.4603721299715744,5.946918826414844,-1.2893444702791044,-2.6955244811758803,1.1070907261053549,-0.010552586742107906,-0.9004279995336901,0.9435635787265824,3.26965812415051,2.422328542782566,-4.669512948326087,-4.426015750809825,-2.155395752039169,2.247292153359467
5,1865,1.5484605271030318,-1.854937437803244,5.31986650637441,4.4744167678734925,3.723055083084489,3.5164833704602074,0.7681339165026202,2.4537007780238014,2.498951281327777,7.277435121541373,1.5937877586873697,1.1176504153165183,-2.327526098210342,1.2750776644118105,5.9399269215085155,-2.0508822836066543,-3.0263480930673268,0.8856049136343245,0.06407521651550496,-0.04077397850761599,1.37428733083334,1.7119876744818612,1.7529989402995056,-4.669541761795529,-4.107372834143973,-1.6343052678149093,2.853877123902464
6,1866,2.022733340971172,-1.8411877622659176,6.640759165017755,4.255257748575332,4.0558984942988445,3.5492808415808668,0.553290862971096,2.108841653532238,2.43100452042097,7.165369599464896,0.4386971763504448,0.7906881622038782,-2.897908820559053,1.9674314329485014,6.632932880427688,-1.8997122580609016,-3.2190166735936145,0.6281009362587042,1.242560186931371,0.8812275329519821,2.691247665111632,0.6886970956217056,1.1885626596736643,-3.023973385083707,-1.7402708916078495,-0.3662208480845379,1.8299151725897786
7,1867,2.554283816079476,-2.269354617087629,5.421255191373177,4.750976116785921,3.9713784248482966,3.0762471248564793,1.748253231580236,2.0221540101633764,1.5126590469343455,6.141292555731809,-0.48854877765040783,1.9145234149796124,-2.0225964676589,2.0245901330628158,8.35154657998038,-1.7500959801911335,-3.929447689550841,-0.08672277374535042,2.1070730343799937,0.6392802144061989,2.052845322281428,1.4001178418116638,0.9352595556442225,-0.1293836975893896,-2.9756959834136296,-1.2550834798677784,0.10511710906229155
8,1868,2.058264216712871,-1.572729009618513,2.9679547078907262,4.392837237109518,4.004304407765574,2.9420397312210866,1.3437129243953336,2.026402798320362,0.23836531846518483,4.598814305561461,0.14024903003797817,2.398017041859248,-0.9859878502023776,1.5206099746155815,6.924410117163575,-1.3084959943525405,-3.325375570187532,-0.21295042623000882,1.5782137310471285,0.6996941037390911,1.7772660722024511,1.779529556471175,1.2517348983916463,3.469316473408469,-4.61815118280839,-1.7180523724973682,-0.7522159622136542
9,1869,1.996348282491624,-0.7706845077178173,2.3276034505953476,3.8395725779489567,3.890616066415191,2.8168996940366924,0.8335887408307485,1.3463254739022545,-0.18271569581696667,4.111900426786008,0.5973807299425289,2.0973994276401413,1.5561005922288018,1.209058580454439,5.176524497949629,-1.579381399957299,-2.930432141462177,0.47547867462373006,0.8156918694518822,1.3109729187563062,2.1218757490542544,2.9531307557004425,1.3641647990708066,4.491436865265371,-6.772293864114431,-1.1140435620379776,-1.2053502155891351
10,1870,1.9813708737408433,-0.09255617849356668,3.584435651874628,2.9243230744265247,4.529133420937114,2.1095454659736674,1.4612106795507316,1.8643986104310102,-1.096891003415351,4.351641726544642,0.04041393125766035,2.464893314089977,3.1730761591430223,0.8647633926773892,4.081270448855037,-1.1114885587414847,-3.642658615323967,1.146528819990806,1.6963253124447988,2.183338889547315,2.655889185814374,4.479605316006712,2.1003764364784274,4.085989238093191,-6.326191854502326,-0.5187434113923359,-1.0078286520628694
11,1871,2.75066581933163,-0.01920591724865517,4.500032245918078,2.033390673063707,5.030876853139262,1.4615923462350793,1.7938833461227546,1.9207343755205102,-1.4921778961423797,4.475824473484977,-0.422086935007826,2.8683478192341454,4.517737296596181,0.4282350492917999,4.392804474205832,-2.373977657432931,-3.7581174698150335,1.3352784147994043,3.209481753425848,2.5405454237437084,1.8057186833582932,6.107892541570379,2.4730053550140383,3.070143196410072,-1.772907491671731,-0.9444147031161947,-1.0901984356766548
12,1872,3.1014789614996516,-0.41912145155737335,4.48360465652388,0.57867228746926,5.659062728573701,0.7996880988590647,2.738362375003362,2.143027648194277,-2.0685301109894567,5.237766923543745,-1.842124137908911,3.741776460561482,5.371811229219134,0.8243562409738274,5.1585833382793,-3.516968222258754,-4.214274833579964,0.7549171473069123,3.172759533893668,1.8725988242944709,3.162631400894668,5.227293513283428,2.7811383912678593,2.5414584256963053,0.21511451336135679,-0.9051951072263478,-1.7442188522524589
13,1873,3.061931214972674,-0.09714472340419888,5.111995772035243,-0.5956867246212028,6.89441290535882,0.70435889255765,3.838574868118883,1.8903287390077708,-2.316414320587512,5.641459270211158,-1.6027454034933157,3.9966543075966,4.739153876011642,2.013458446811171,4.9562757271764895,-4.723035196181058,-3.925463904584319,0.192005800887614,4.408685172780963,1.3899644411338272,3.2096523366106453,4.178653788456472,3.1842744579030864,1.418008627581628,-1.5451991932721398,-0.7475128092549426,-1.890457272529659
14,1874,2.418769744047154,0.3702205705201891,4.611299535547516,-0.9661750694482976,6.401389496900379,0.682734856161801,1.7633184096267769,1.2593478825789362,-2.789469194098956,4.305901797903175,-2.1637117041528313,5.518995091437603,5.21655139258462,1.253708353977288,5.657010085618367,-4.731979884257953,-5.439740723769489,-0.10699096877465308,4.029488168140347,0.48556235787373225,1.7245514460078084,4.1171310463074065,2.6892752962272084,0.39291295941751514,-2.6382377536374975,-1.4592118165540455,-0.17303483603859604
15,1875,2.8214856991290276,0.22083818473930705,3.4973659381777793,-1.4101365053518293,4.990786003770154,1.451195341340167,-0.23617463476784906,1.2902194092812351,-2.6067140365526598,2.8804513825358526,-2.2959836834278917,5.08523851681332,5.425816170972894,-0.8091047037307817,6.464218352345654,-5.186760007683176,-5.2506363010288055,-0.333600368672478,2.856186063892551,-0.2161101894707258,1.047834771829173,4.205356962530175,1.449066131562006,0.8233853698961866,-1.8095839325678185,-0.4599910283884583,0.18845885045487876
